,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
10,1,0.8032786885245902,0.11735330836454431,0.013054830287206266,0.11345646437994723,0.20253164556962025,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.15384615384615385,0.15789473684210525,0.31,0.0,0.0,0.0,0.06465517241379311,0.18683651804670912,0.125,0.045454545454545456,0.0,0.67
11,0,0.2786885245901639,0.3857677902621723,0.06527415143603134,0.18997361477572558,0.1518987341772152,0.05263157894736842,0.0,0.6,0.024096385542168676,0.3333333333333333,0.5,0.14423076923076922,0.0,0.2,0.0,0.015151515151515152,0.015151515151515152,0.3620689655172414,0.13588110403397027,0.15625,0.045454545454545456,0.1111111111111111,0.88
12,0,0.6721311475409836,0.33957553058676654,0.005221932114882507,0.16358839050131926,0.2911392405063291,0.0,0.0,1.0,0.26360899770818513,0.6666666666666666,1.0,0.2692307692307692,0.21052631578947367,0.39,0.0,0.030303030303030304,0.030303030303030304,0.07758620689655173,0.13800424628450106,0.09375,0.18181818181818182,0.05555555555555555,0.67
13,1,0.5901639344262295,0.317103620474407,0.015665796344647518,0.29815303430079154,0.13924050632911392,0.05263157894736842,0.05263157894736842,1.0,0.26360899770818513,0.7777777777777778,1.0,0.1346153846153846,0.05263157894736842,0.08,0.0,0.0,0.0,0.05603448275862069,0.14551586565103333,0.0625,0.06749571183533448,0.0,0.67
14,0,0.4918032786885246,0.32459425717852686,0.06788511749347259,0.24010554089709762,0.0379746835443038,0.10526315789473684,0.10526315789473684,0.75,0.3253012048192771,0.6666666666666666,0.3333333333333333,0.057692307692307696,0.0,1.0,0.0,0.0,0.0,0.1502487850034714,0.14551586565103333,0.1281909418425116,0.0,0.06068164417647622,1.0
15,0,0.4918032786885246,0.2272159800249688,0.007832898172323759,0.19261213720316622,0.43037974683544306,0.0,0.0,0.97,0.3855421686746988,0.6666666666666666,0.6666666666666666,0.34615384615384615,0.10526315789473684,0.36,0.0,0.16666666666666666,0.15151515151515152,0.30603448275862066,0.16985138004246284,0.3125,0.045454545454545456,0.16666666666666666,0.82
16,0,0.45901639344262296,0.317103620474407,0.04960835509138381,0.16886543535620052,0.17721518987341772,0.0,0.0,0.87,0.0,0.4444444444444444,0.6666666666666666,0.14423076923076922,0.0,0.33,0.0,0.030303030303030304,0.015151515151515152,0.2672413793103448,0.14437367303609341,0.09375,0.09090909090909091,0.05555555555555555,0.86
17,0,0.47540983606557374,0.16104868913857678,0.010443864229765013,0.14511873350923482,0.20253164556962025,0.21052631578947367,0.10526315789473684,0.79,0.27710843373493976,0.6666666666666666,0.5,0.19230769230769232,0.21052631578947367,0.58,0.0,0.06060606060606061,0.06060606060606061,0.10775862068965517,0.1932059447983015,0.09375,0.13636363636363635,0.05555555555555555,0.7
18,0,0.9180327868852459,0.3021223470661673,0.02349869451697128,0.37730870712401055,0.12658227848101267,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.09615384615384616,0.05263157894736842,0.1,0.0,0.0,0.0,0.01293103448275862,0.14551586565103333,0.0625,0.06749571183533448,0.0,0.5
19,0,0.5245901639344263,0.05118601747815231,0.005221932114882507,0.05804749340369393,0.189873417721519,0.05263157894736842,0.05263157894736842,1.0,0.26360899770818513,0.7777777777777778,1.0,0.16346153846153846,0.10526315789473684,0.25,0.0,0.06060606060606061,0.06060606060606061,0.1336206896551724,0.1762208067940552,0.15625,0.0,0.0,0.75
20,0,0.39344262295081966,0.18102372034956304,0.010443864229765013,0.1820580474934037,0.34177215189873417,0.05263157894736842,0.05263157894736842,0.97,0.012048192771084338,0.0,0.0,0.2980769230769231,0.10526315789473684,0.48,0.0,0.06060606060606061,0.06060606060606061,0.1896551724137931,0.18471337579617833,0.09375,0.045454545454545456,0.16666666666666666,0.56
21,0,0.639344262295082,0.45318352059925093,0.028720626631853787,0.20844327176781002,0.27848101265822783,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.21153846153846154,0.05263157894736842,0.41,0.0,0.0,0.0,0.21120689655172414,0.04883227176220807,0.1875,0.045454545454545456,0.05555555555555555,0.73
22,1,0.639344262295082,0.10237203495630462,0.010443864229765013,0.12928759894459102,0.3670886075949367,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.28846153846153844,0.10526315789473684,0.27,0.0,0.015151515151515152,0.015151515151515152,0.1853448275862069,0.10191082802547771,0.28125,0.18181818181818182,0.16666666666666666,0.64
23,0,0.5245901639344263,0.10736579275905118,0.02349869451697128,0.10817941952506596,0.25316455696202533,0.0,0.0,0.85,0.012048192771084338,0.4444444444444444,0.6666666666666666,0.19230769230769232,0.05263157894736842,0.2,0.0,0.0,0.0,0.0603448275862069,0.15074309978768577,0.125,0.045454545454545456,0.05555555555555555,0.5
24,0,0.5081967213114754,0.1111111111111111,0.010443864229765013,0.1345646437994723,0.24050632911392406,0.05263157894736842,0.05263157894736842,0.9,0.0,0.0,0.0,0.19230769230769232,0.10526315789473684,0.5,0.0,0.030303030303030304,0.030303030303030304,0.10344827586206896,0.17197452229299362,0.1875,0.09090909090909091,0.05555555555555555,0.82
25,0,0.4098360655737705,0.3283395755305868,0.007832898172323759,0.19788918205804748,0.31645569620253167,0.10526315789473684,0.05263157894736842,0.93,0.1566265060240964,0.0,0.5,0.2692307692307692,0.10526315789473684,0.48,0.0,0.015151515151515152,0.015151515151515152,0.27155172413793105,0.10615711252653928,0.25,0.045454545454545456,0.0,0.91
26,0,0.4098360655737705,0.18476903870162298,0.04177545691906005,0.17941952506596306,0.22784810126582278,0.10526315789473684,0.0,0.55,0.04819277108433735,0.4444444444444444,0.5,0.21153846153846154,0.0,0.45,0.0,0.015151515151515152,0.015151515151515152,0.34051724137931033,0.08067940552016985,0.21875,0.09090909090909091,0.0,0.91
27,0,0.7540983606557377,0.19975031210986266,0.018276762402088774,0.23746701846965698,0.21518987341772153,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.16346153846153846,0.05263157894736842,0.29,0.0,0.0,0.0,0.1206896551724138,0.14551586565103333,0.09375,0.0,0.05555555555555555,0.57
28,0,0.5409836065573771,0.352059925093633,0.0835509138381201,0.2717678100263852,0.189873417721519,0.10526315789473684,0.10526315789473684,0.82,0.03614457831325301,0.4444444444444444,0.3333333333333333,0.16346153846153846,0.0,0.53,0.0,0.015151515151515152,0.015151515151515152,0.08189655172413793,0.10615711252653928,0.09375,0.045454545454545456,0.05555555555555555,0.63
29,0,0.5901639344262295,0.5917602996254682,0.020887728459530026,0.40369393139841686,0.4810126582278481,0.21052631578947367,0.21052631578947367,1.0,0.26360899770818513,0.6666666666666666,1.0,0.375,0.05263157894736842,0.36,0.0,0.06060606060606061,0.06060606060606061,0.21551724137931033,0.11464968152866242,0.4375,0.045454545454545456,0.2222222222222222,0.89
30,1,0.6229508196721312,0.2209737827715356,0.007832898172323759,0.15303430079155672,0.189873417721519,0.15789473684210525,0.10526315789473684,0.83,0.4457831325301205,0.6666666666666666,0.0,0.17307692307692307,0.21052631578947367,0.33,0.0,0.07575757575757576,0.07575757575757576,0.021551724137931036,0.01910828025477707,0.03125,0.0,0.0,0.22
31,0,0.3442622950819672,0.13982521847690388,0.031331592689295036,0.11873350923482849,0.11392405063291139,0.15789473684210525,0.15789473684210525,0.64,0.04819277108433735,0.0,0.0,0.11538461538461539,0.0,0.27,0.0,0.0,0.0,0.2672413793103448,0.029723991507430998,0.1875,0.045454545454545456,0.05555555555555555,1.0
32,0,0.5737704918032787,0.16354556803995007,0.018276762402088774,0.10554089709762533,0.4936708860759494,0.10526315789473684,0.10526315789473684,1.0,0.26360899770818513,0.6666666666666666,1.0,0.375,0.21052631578947367,0.67,0.0,0.030303030303030304,0.030303030303030304,0.06465517241379311,0.15498938428874734,0.15625,0.045454545454545456,0.0,0.5
33,1,0.6885245901639344,0.20224719101123595,0.010443864229765013,0.16358839050131926,0.24050632911392406,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.18269230769230768,0.10526315789473684,0.21,0.0,0.0,0.0,0.22844827586206898,0.19532908704883228,0.15625,0.0,0.05555555555555555,0.55
34,0,0.5573770491803278,0.14481897627965043,0.015665796344647518,0.0870712401055409,0.2911392405063291,0.10526315789473684,0.10526315789473684,0.88,0.8433734939759037,0.6666666666666666,0.0,0.25,0.2631578947368421,0.42,0.0,0.0,0.0,0.1336206896551724,0.14861995753715498,0.15625,0.09090909090909091,0.05555555555555555,0.67
35,1,0.9016393442622951,0.18851435705368288,0.08616187989556136,0.23218997361477572,0.16455696202531644,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.1346153846153846,0.0,0.07,0.0,0.0,0.0,0.004310344827586207,0.14551586565103333,0.03125,0.06749571183533448,0.0,0.25
36,0,0.29508196721311475,0.22971285892634208,0.033942558746736295,0.24274406332453827,0.27848101265822783,0.15789473684210525,0.05263157894736842,0.84,0.024096385542168676,0.0,0.0,0.2403846153846154,0.0,0.56,0.0,0.06060606060606061,0.045454545454545456,0.34051724137931033,0.10615711252653928,0.15625,0.09090909090909091,0.16666666666666666,1.0
37,0,0.6065573770491803,0.1560549313358302,0.06527415143603134,0.13984168865435356,0.2911392405063291,0.0,0.0,0.96,0.26360899770818513,0.6666666666666666,0.6666666666666666,0.23076923076923078,0.0,0.13,0.0,0.0,0.0,0.21982758620689655,0.14551586565103333,0.28125,0.06749571183533448,0.05555555555555555,0.67
38,0,0.5245901639344263,0.14232209737827714,0.02610966057441253,0.0870712401055409,0.17721518987341772,0.05263157894736842,0.05263157894736842,0.93,0.8674698795180723,0.6666666666666666,0.0,0.14423076923076922,0.05263157894736842,0.13,0.0,0.030303030303030304,0.030303030303030304,0.22413793103448276,0.14551586565103333,0.09375,0.0,0.1111111111111111,0.56
39,0,0.7377049180327869,0.02372034956304619,0.010443864229765013,0.023746701846965697,0.13924050632911392,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.10576923076923077,0.2631578947368421,0.64,0.0,0.045454545454545456,0.045454545454545456,0.03017241379310345,0.14551586565103333,0.09375,0.06749571183533448,0.0,0.75
40,1,0.8688524590163934,0.3945068664169788,0.04699738903394256,0.22691292875989447,0.16455696202531644,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.125,0.0,0.62,0.0,0.0,0.0,0.0,0.09341825902335456,0.0,0.045454545454545456,0.06068164417647622,0.5
41,1,0.9344262295081968,0.2846441947565543,0.033942558746736295,0.1820580474934037,0.13924050632911392,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.125,0.0,0.62,0.0,0.0,0.0,0.004310344827586207,0.15074309978768577,0.03125,0.13636363636363635,0.0,0.71
42,0,0.7049180327868853,0.36329588014981273,0.010443864229765013,0.18469656992084432,0.4177215189873418,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.3269230769230769,0.05263157894736842,0.38,0.0,0.030303030303030304,0.030303030303030304,0.15948275862068967,0.14551586565103333,0.40625,0.0,0.0,0.88
43,0,0.6065573770491803,0.04369538077403246,0.010443864229765013,0.04221635883905013,0.24050632911392406,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.19230769230769232,0.10526315789473684,0.2,0.0,0.045454545454545456,0.045454545454545456,0.1810344827586207,0.15498938428874734,0.0625,0.045454545454545456,0.05555555555555555,0.5
44,0,0.6557377049180327,0.31585518102372034,0.04177545691906005,0.2532981530343008,0.5063291139240507,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.4230769230769231,0.0,0.23,0.0,0.015151515151515152,0.015151515151515152,0.34051724137931033,0.14551586565103333,0.5625,0.0,0.7222222222222222,0.8
45,0,0.639344262295082,0.25842696629213485,0.005221932114882507,0.24010554089709762,0.5189873417721519,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.40384615384615385,0.15789473684210525,0.38,0.0,0.015151515151515152,0.015151515151515152,0.1810344827586207,0.14551586565103333,0.21875,0.045454545454545456,0.1111111111111111,0.82
46,1,0.819672131147541,0.4943820224719101,0.007832898172323759,0.3007915567282322,0.3670886075949367,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.27884615384615385,0.10526315789473684,0.31,0.0,0.045454545454545456,0.045454545454545456,0.09482758620689655,0.18471337579617833,0.1875,0.09090909090909091,0.0,0.69
47,1,0.8852459016393442,0.4044943820224719,0.018276762402088774,0.28232189973614774,0.3291139240506329,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.28846153846153844,0.05263157894736842,0.4,0.0,0.0,0.0,0.05172413793103448,0.18895966029723993,0.09375,0.045454545454545456,0.0,0.56
48,0,0.36065573770491804,0.13982521847690388,0.015665796344647518,0.14511873350923482,0.24050632911392406,0.0,0.0,0.89,0.060240963855421686,0.4444444444444444,0.6666666666666666,0.18269230769230768,0.05263157894736842,0.53,0.0,0.015151515151515152,0.015151515151515152,0.41810344827586204,0.1910828025477707,0.25,0.045454545454545456,0.3333333333333333,1.0
49,0,0.5245901639344263,0.5942571785268415,0.031331592689295036,0.24538258575197888,0.5569620253164557,0.0,0.0,0.89,0.012048192771084338,0.4444444444444444,0.6666666666666666,0.4519230769230769,0.0,0.32,0.0,0.13636363636363635,0.13636363636363635,0.27155172413793105,0.14551586565103333,0.28125,0.06749571183533448,0.3333333333333333,0.6
50,0,0.7377049180327869,0.24344569288389514,0.06005221932114883,0.22955145118733508,0.189873417721519,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.16346153846153846,0.0,0.41,0.0,0.07575757575757576,0.07575757575757576,0.24568965517241378,0.06794055201698514,0.0625,0.045454545454545456,0.06068164417647622,0.67
51,1,0.7540983606557377,0.30087390761548066,0.044386422976501305,0.19261213720316622,0.4430379746835443,0.0,0.0,0.97,0.8072289156626506,0.6666666666666666,0.6666666666666666,0.375,0.0,0.36,0.0,0.030303030303030304,0.030303030303030304,0.08620689655172414,0.14551586565103333,0.125,0.0,0.0,0.56
52,0,0.6885245901639344,0.22596754057428214,0.04699738903394256,0.23218997361477572,0.26582278481012656,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.21153846153846154,0.0,0.27,0.0,0.0,0.0,0.3793103448275862,0.1932059447983015,0.28125,0.09090909090909091,0.2777777777777778,0.93
53,0,0.6065573770491803,0.21722846441947566,0.020887728459530026,0.24274406332453827,0.25316455696202533,0.0,0.0,0.95,0.20481927710843373,0.5555555555555556,0.6666666666666666,0.19230769230769232,0.05263157894736842,0.3,0.0,0.0,0.0,0.31896551724137934,0.15074309978768577,0.25,0.13636363636363635,0.16666666666666666,0.86
54,0,0.7377049180327869,0.45692883895131087,0.015665796344647518,0.18469656992084432,0.5316455696202531,0.0,0.0,0.98,0.27710843373493976,0.5555555555555556,0.6666666666666666,0.41346153846153844,0.15789473684210525,0.49,0.0,0.045454545454545456,0.045454545454545456,0.04310344827586207,0.040339702760084924,0.25,0.045454545454545456,0.0,0.67
55,1,0.6403350838956577,0.24815118975035358,0.025035225955293255,0.19730379414232518,0.26736034080140136,0.030600003199163953,0.02025070781502434,0.9235994326815926,0.26360899770818513,0.6397753239005392,0.7290885759632594,0.21764901849239807,0.09809703064265872,0.34618680984702666,0.10323828470380193,0.022060335908983462,0.021168528563929232,0.1502487850034714,0.14551586565103333,0.1281909418425116,0.06749571183533448,0.06068164417647622,0.6644900030447579
56,0,0.6885245901639344,0.37203495630461925,0.03655352480417755,0.316622691292876,0.27848101265822783,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.22115384615384615,0.0,0.39,0.0,0.0,0.0,0.24568965517241378,0.14551586565103333,0.125,0.0,0.05555555555555555,1.0
57,0,0.7049180327868853,0.18476903870162298,0.028720626631853787,0.13192612137203166,0.17721518987341772,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.14423076923076922,0.05263157894736842,0.4,0.0,0.0,0.0,0.13793103448275862,0.20382165605095542,0.125,0.045454545454545456,0.0,0.75
58,0,0.639344262295082,0.20724094881398253,0.020887728459530026,0.15303430079155672,0.12658227848101267,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.10576923076923077,0.05263157894736842,0.18,0.0,0.07575757575757576,0.07575757575757576,0.25862068965517243,0.1740976645435244,0.21875,0.0,0.0,1.0
59,0,0.36065573770491804,0.14481897627965043,0.010443864229765013,0.17150395778364116,0.1518987341772152,0.3684210526315789,0.21052631578947367,0.5,0.04819277108433735,0.3333333333333333,0.16666666666666666,0.21153846153846154,0.10526315789473684,0.27,0.0,0.030303030303030304,0.030303030303030304,0.34051724137931033,0.16772823779193205,0.15625,0.045454545454545456,0.1111111111111111,0.88
60,0,0.6721311475409836,0.3433208489388265,0.0783289817232376,0.31398416886543534,0.3037974683544304,0.0,0.0,0.88,0.14457831325301204,0.6666666666666666,0.6666666666666666,0.23076923076923078,0.0,0.25,0.0,0.0,0.0,0.1939655172413793,0.14551586565103333,0.375,0.0,0.1111111111111111,0.93
61,0,0.4918032786885246,0.21473158551810237,0.0026109660574412533,0.15303430079155672,0.13924050632911392,0.05263157894736842,0.0,0.79,0.060240963855421686,0.3333333333333333,0.5,0.1346153846153846,0.05263157894736842,0.29,0.0,0.07575757575757576,0.07575757575757576,0.15948275862068967,0.21443736730360935,0.15625,0.045454545454545456,0.1111111111111111,0.7
62,0,0.7868852459016393,0.16853932584269662,0.02349869451697128,0.16358839050131926,0.43037974683544306,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.3269230769230769,0.05263157894736842,0.62,0.0,0.015151515151515152,0.015151515151515152,0.10344827586206896,0.19532908704883228,0.09375,0.13636363636363635,0.0,0.78
63,1,0.7868852459016393,0.15480649188514356,0.02349869451697128,0.19525065963060687,0.22784810126582278,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.17307692307692307,0.05263157894736842,0.83,0.0,0.0,0.0,0.0,0.13588110403397027,0.03125,0.09090909090909091,0.06068164417647622,0.8
64,1,0.6403350838956577,0.24815118975035358,0.025035225955293255,0.19730379414232518,0.26736034080140136,0.030600003199163953,0.02025070781502434,0.9235994326815926,0.26360899770818513,0.6397753239005392,0.7290885759632594,0.21764901849239807,0.09809703064265872,0.34618680984702666,0.10323828470380193,0.022060335908983462,0.021168528563929232,0.1502487850034714,0.14551586565103333,0.1281909418425116,0.06749571183533448,0.06068164417647622,0.6644900030447579
65,0,0.4262295081967213,0.30087390761548066,0.028720626631853787,0.19788918205804748,0.4810126582278481,0.05263157894736842,0.05263157894736842,0.76,0.08433734939759036,0.4444444444444444,0.6666666666666666,0.41346153846153844,0.05263157894736842,0.5,0.0,0.015151515151515152,0.015151515151515152,0.27155172413793105,0.16560509554140126,0.21875,0.13636363636363635,0.2222222222222222,0.86
66,1,0.6403350838956577,0.24815118975035358,0.025035225955293255,0.19730379414232518,0.26736034080140136,0.030600003199163953,0.02025070781502434,0.9235994326815926,0.26360899770818513,0.6397753239005392,0.7290885759632594,0.21764901849239807,0.09809703064265872,0.34618680984702666,0.10323828470380193,0.022060335908983462,0.021168528563929232,0.1502487850034714,0.14551586565103333,0.1281909418425116,0.06749571183533448,0.06068164417647622,0.6644900030447579
67,0,0.6403350838956577,0.24815118975035358,0.025035225955293255,0.19730379414232518,0.26736034080140136,0.030600003199163953,0.02025070781502434,0.9235994326815926,0.26360899770818513,0.6397753239005392,0.7290885759632594,0.21764901849239807,0.09809703064265872,0.34618680984702666,0.10323828470380193,0.022060335908983462,0.021168528563929232,0.1502487850034714,0.14551586565103333,0.1281909418425116,0.06749571183533448,0.06068164417647622,0.6644900030447579
68,0,0.5409836065573771,0.21722846441947566,0.028720626631853787,0.20316622691292877,0.5443037974683544,0.0,0.0,0.98,0.03614457831325301,0.4444444444444444,0.6666666666666666,0.4230769230769231,0.05263157894736842,0.39,0.0,0.030303030303030304,0.030303030303030304,0.15517241379310345,0.13588110403397027,0.09375,0.13636363636363635,0.05555555555555555,0.47
69,0,0.639344262295082,0.20848938826466917,0.013054830287206266,0.14775725593667546,0.26582278481012656,0.05263157894736842,0.05263157894736842,0.96,0.3614457831325301,0.6666666666666666,0.16666666666666666,0.22115384615384615,0.05263157894736842,0.52,0.0,0.06060606060606061,0.06060606060606061,0.28448275862068967,0.1740976645435244,0.125,0.09090909090909091,0.05555555555555555,0.78
70,1,0.6403350838956577,0.24815118975035358,0.025035225955293255,0.19730379414232518,0.26736034080140136,0.030600003199163953,0.02025070781502434,0.9235994326815926,0.26360899770818513,0.6397753239005392,0.7290885759632594,0.21764901849239807,0.09809703064265872,0.34618680984702666,0.10323828470380193,0.022060335908983462,0.021168528563929232,0.1502487850034714,0.14551586565103333,0.1281909418425116,0.06749571183533448,0.06068164417647622,0.6644900030447579
71,1,0.6557377049180327,0.5081148564294632,0.018276762402088774,0.23746701846965698,0.4810126582278481,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.375,0.10526315789473684,0.18,0.0,0.015151515151515152,0.015151515151515152,0.11637931034482758,0.1464968152866242,0.34375,0.045454545454545456,0.1111111111111111,0.72
72,0,0.8688524590163934,0.5205992509363296,0.02610966057441253,0.3113456464379947,0.21518987341772153,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.17307692307692307,0.05263157894736842,0.72,0.0,0.0,0.0,0.0,0.07643312101910828,0.0,0.045454545454545456,0.06068164417647622,0.5
73,0,0.9508196721311475,0.3495630461922597,0.26109660574412535,0.5408970976253298,0.0759493670886076,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.0673076923076923,0.0,0.43,0.0,0.0,0.0,0.0,0.14551586565103333,0.0,0.06749571183533448,0.06068164417647622,0.0
74,1,0.6557377049180327,0.4019975031210986,0.0391644908616188,0.22427440633245382,0.24050632911392406,0.0,0.0,0.89,0.10843373493975904,0.4444444444444444,0.6666666666666666,0.18269230769230768,0.0,0.21,0.0,0.0,0.0,0.14655172413793102,0.07643312101910828,0.1875,0.09090909090909091,0.05555555555555555,0.64
75,1,0.7377049180327869,0.1647940074906367,0.005221932114882507,0.15567282321899736,0.4430379746835443,0.0,0.0,0.93,0.3855421686746988,0.6666666666666666,0.6666666666666666,0.38461538461538464,0.15789473684210525,0.4,0.0,0.0,0.0,0.09482758620689655,0.11677282377919321,0.15625,0.13636363636363635,0.0,0.6
76,0,0.5245901639344263,0.19101123595505617,0.020887728459530026,0.0870712401055409,0.25316455696202533,0.05263157894736842,0.05263157894736842,0.95,0.0963855421686747,0.4444444444444444,0.6666666666666666,0.20192307692307693,0.05263157894736842,0.38,0.0,0.030303030303030304,0.030303030303030304,0.21120689655172414,0.18471337579617833,0.15625,0.18181818181818182,0.05555555555555555,0.67
77,0,0.6885245901639344,0.08489388264669163,0.0026109660574412533,0.08970976253298153,0.10126582278481013,0.0,0.0,1.0,0.26360899770818513,0.7777777777777778,1.0,0.08653846153846154,0.05263157894736842,0.78,0.0,0.06060606060606061,0.045454545454545456,0.07327586206896551,0.14551586565103333,0.0625,0.0,0.06068164417647622,1.0
